
CommandType     Name                                               Version    Source
Function        Get-MgUserChatLastMessagePreview                   1.27.0     Microsoft.Graph.Teams
Function        Get-MgUserChatMember                               1.27.0     Microsoft.Graph.Teams
Function        Get-MgUserChatMessage                              1.27.0     Microsoft.Graph.Teams
Function        Get-MgUserChatMessageHostedContent                 1.27.0     Microsoft.Graph.Teams
Function        Get-MgUserChatMessageReply                         1.27.0     Microsoft.Graph.Teams
Function        Get-MgUserChatMessageReplyHostedContent            1.27.0     Microsoft.Graph.Teams
Function        Get-MgUserChatOperation                            1.27.0     Microsoft.Graph.Teams
Function        Get-MgUserChatPermissionGrant                      1.27.0     Microsoft.Graph.Teams
Function        Get-MgUserChatPinnedMessage                        1.27.0     Microsoft.Graph.Teams
Function        Get-MgUserChatTab                                  1.27.0     Microsoft.Graph.Teams
Function        Get-MgUserChatTabTeamApp                           1.27.0     Microsoft.Graph.Teams
Function        Get-MgUserJoinedTeam                               1.27.0     Microsoft.Graph.Teams
Function        Get-MgUserTeamwork                                 1.27.0     Microsoft.Graph.Teams
Function        Get-MgUserTeamworkAssociatedTeam                   1.27.0     Microsoft.Graph.Teams
Function        Get-MgUserTeamworkInstalledApp                     1.27.0     Microsoft.Graph.Teams
Function        Get-MgUserTeamworkInstalledAppChat                 1.27.0     Microsoft.Graph.Teams
Function        Grant-CsApplicationAccessPolicy                    5.1.1      MicrosoftTeams
Function        Grant-CsCallingLineIdentity                        5.1.1      MicrosoftTeams
Function        Grant-CsDialoutPolicy                              5.1.1      MicrosoftTeams
Function        Grant-CsGroupPolicyPackageAssignment               5.1.1      MicrosoftTeams
Function        Grant-CsOnlineAudioConferencingRoutingPolicy       5.1.1      MicrosoftTeams
Function        Grant-CsOnlineVoicemailPolicy                      5.1.1      MicrosoftTeams
Function        Grant-CsOnlineVoiceRoutingPolicy                   5.1.1      MicrosoftTeams
Function        Grant-CsTeamsAudioConferencingPolicy               5.1.1      MicrosoftTeams
Function        Grant-CsTeamsCallHoldPolicy                        5.1.1      MicrosoftTeams
Function        Grant-CsTeamsCallParkPolicy                        5.1.1      MicrosoftTeams
Function        Grant-CsTeamsChannelsPolicy                        5.1.1      MicrosoftTeams
Function        Grant-CsTeamsComplianceRecordingPolicy             5.1.1      MicrosoftTeams
Function        Grant-CsTeamsCortanaPolicy                         5.1.1      MicrosoftTeams
Function        Grant-CsTeamsEmergencyCallingPolicy                5.1.1      MicrosoftTeams
Function        Grant-CsTeamsEmergencyCallRoutingPolicy            5.1.1      MicrosoftTeams
Function        Grant-CsTeamsEnhancedEncryptionPolicy              5.1.1      MicrosoftTeams
Function        Grant-CsTeamsFeedbackPolicy                        5.1.1      MicrosoftTeams
Function        Grant-CsTeamsFilesPolicy                           5.1.1      MicrosoftTeams
Function        Grant-CsTeamsIPPhonePolicy                         5.1.1      MicrosoftTeams
Function        Grant-CsTeamsMediaLoggingPolicy                    5.1.1      MicrosoftTeams
Function        Grant-CsTeamsMeetingBroadcastPolicy                5.1.1      MicrosoftTeams
Function        Grant-CsTeamsMeetingPolicy                         5.1.1      MicrosoftTeams
Function        Grant-CsTeamsMessagingPolicy                       5.1.1      MicrosoftTeams
Function        Grant-CsTeamsMobilityPolicy                        5.1.1      MicrosoftTeams
Function        Grant-CsTeamsRoomVideoTeleConferencingPolicy       5.1.1      MicrosoftTeams
Function        Grant-CsTeamsShiftsPolicy                          5.1.1      MicrosoftTeams
Function        Grant-CsTeamsSurvivableBranchAppliancePolicy       5.1.1      MicrosoftTeams
Function        Grant-CsTeamsUpdateManagementPolicy                5.1.1      MicrosoftTeams
Function        Grant-CsTeamsUpgradePolicy                         5.1.1      MicrosoftTeams
Function        Grant-CsTeamsVdiPolicy                             5.1.1      MicrosoftTeams
Function        Grant-CsTeamsVideoInteropServicePolicy             5.1.1      MicrosoftTeams
Function        Grant-CsTeamsVoiceApplicationsPolicy               5.1.1      MicrosoftTeams
Function        Grant-CsTeamsWorkLoadPolicy                        5.1.1      MicrosoftTeams
Function        Grant-CsTenantDialPlan                             5.1.1      MicrosoftTeams
Function        Grant-CsUserPolicyPackage                          5.1.1      MicrosoftTeams
Function        Hide-MgChatForUser                                 1.27.0     Microsoft.Graph.Teams
Function        Import-CsAutoAttendantHolidays                     5.1.1      MicrosoftTeams
Function        Import-CsOnlineAudioFile                           5.1.1      MicrosoftTeams
Function        Import-UserExport                                  0.0.1      SupTeams
Function        Import-UserExportArgumentCompleter                 0.0.1      SupTeams
Function        Invoke-CsInternalPsTelemetry                       5.1.1      MicrosoftTeams
Function        Invoke-MgArchiveTeam                               1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgClockTeamScheduleTimeCardIn               1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgClockTeamScheduleTimeCardOut              1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgGraphChat                                 1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgHaveTeamChannel                           1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgHaveTeamPrimaryChannel                    1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgHaveTeamworkDeletedTeamChannel            1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgMarkChatReadForUser                       1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgMarkChatUnreadForUser                     1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgMessageChat                               1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgMessageTeam                               1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgMessageTeamChannel                        1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgMessageTeamworkDeletedTeamChannel         1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgShareTeamSchedule                         1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgSoftChatMessageDelete                     1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgSoftChatMessageReplyDelete                1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgSoftTeamChannelMessageDelete              1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgSoftTeamChannelMessageReplyDelete         1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgSoftTeamPrimaryChannelMessageDelete       1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgSoftTeamPrimaryChannelMessageReplyDelete  1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgSoftTeamworkDeletedTeamChannelMessageDel… 1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgSoftTeamworkDeletedTeamChannelMessageRep… 1.27.0     Microsoft.Graph.Teams
Function        Invoke-MgUnarchiveTeam                             1.27.0     Microsoft.Graph.Teams
Function        ModPath                                            0.0.1      SupTeams
Function        Move-CsInternalHelper                              5.1.1      MicrosoftTeams
Function        New-CsApplicationAccessPolicy                      5.1.1      MicrosoftTeams
Function        New-CsAutoAttendant                                5.1.1      MicrosoftTeams
Function        New-CsAutoAttendantCallableEntity                  5.1.1      MicrosoftTeams
Function        New-CsAutoAttendantCallFlow                        5.1.1      MicrosoftTeams
Function        New-CsAutoAttendantCallHandlingAssociation         5.1.1      MicrosoftTeams
Function        New-CsAutoAttendantDialScope                       5.1.1      MicrosoftTeams
Function        New-CsAutoAttendantMenu                            5.1.1      MicrosoftTeams
Function        New-CsAutoAttendantMenuOption                      5.1.1      MicrosoftTeams
Function        New-CsAutoAttendantPrompt                          5.1.1      MicrosoftTeams
Function        New-CsBatchPolicyAssignmentOperation               5.1.1      MicrosoftTeams
Function        New-CsBatchPolicyPackageAssignmentOperation        5.1.1      MicrosoftTeams
Function        New-CsBatchTeamsDeployment                         5.1.1      MicrosoftTeams
Function        New-CsCallingLineIdentity                          5.1.1      MicrosoftTeams
Function        New-CsCallQueue                                    5.1.1      MicrosoftTeams
Function        New-CsCloudCallDataConnection                      5.1.1      MicrosoftTeams
Function        New-CsCustomPolicyPackage                          5.1.1      MicrosoftTeams
Function        New-CsEdgeAllowAllKnownDomains                     5.1.1      MicrosoftTeams
Function        New-CsEdgeAllowList                                5.1.1      MicrosoftTeams
Function        New-CsEdgeDomainPattern                            5.1.1      MicrosoftTeams
Function        New-CsGroupPolicyAssignment                        5.1.1      MicrosoftTeams
Function        New-CsHybridTelephoneNumber                        5.1.1      MicrosoftTeams
Function        New-CsInboundBlockedNumberPattern                  5.1.1      MicrosoftTeams
Function        New-CsInboundExemptNumberPattern                   5.1.1      MicrosoftTeams
Function        New-CsOnlineApplicationInstance                    5.1.1      MicrosoftTeams
Function        New-CsOnlineApplicationInstanceAssociation         5.1.1      MicrosoftTeams
Function        New-CsOnlineAudioConferencingRoutingPolicy         5.1.1      MicrosoftTeams
Function        New-CsOnlineDateTimeRange                          5.1.1      MicrosoftTeams
Function        New-CsOnlineLisCivicAddress                        5.1.1      MicrosoftTeams
Function        New-CsOnlineLisLocation                            5.1.1      MicrosoftTeams
Function        New-CsOnlinePSTNGateway                            5.1.1      MicrosoftTeams
Function        New-CsOnlineSchedule                               5.1.1      MicrosoftTeams
Function        New-CsOnlineTelephoneNumberOrder                   5.1.1      MicrosoftTeams
Function        New-CsOnlineTimeRange                              5.1.1      MicrosoftTeams
Function        New-CsOnlineVoiceRoute                             5.1.1      MicrosoftTeams
Function        New-CsOnlineVoiceRoutingPolicy                     5.1.1      MicrosoftTeams
Function        New-CsSdgBulkSignInRequest                         5.1.1      MicrosoftTeams
Function        New-CsTeamsAudioConferencingPolicy                 5.1.1      MicrosoftTeams
Function        New-CsTeamsCallParkPolicy                          5.1.1      MicrosoftTeams
Function        New-CsTeamsComplianceRecordingApplication          5.1.1      MicrosoftTeams
Function        New-CsTeamsComplianceRecordingPairedApplication    5.1.1      MicrosoftTeams
Function        New-CsTeamsCortanaPolicy                           5.1.1      MicrosoftTeams
Function        New-CsTeamsEmergencyCallRoutingPolicy              5.1.1      MicrosoftTeams
Function        New-CsTeamsEmergencyNumber                         5.1.1      MicrosoftTeams
Function        New-CsTeamsEnhancedEncryptionPolicy                5.1.1      MicrosoftTeams
Function        New-CsTeamsFilesPolicy                             5.1.1      MicrosoftTeams
Function        New-CsTeamsIPPhonePolicy                           5.1.1      MicrosoftTeams
Function        New-CsTeamsMeetingBroadcastPolicy                  5.1.1      MicrosoftTeams
Function        New-CsTeamsMobilityPolicy                          5.1.1      MicrosoftTeams
Function        New-CsTeamsNetworkRoamingPolicy                    5.1.1      MicrosoftTeams
Function        New-CsTeamsRoomVideoTeleConferencingPolicy         5.1.1      MicrosoftTeams
Function        New-CsTeamsShiftsConnectionBatchTeamMap            5.1.1      MicrosoftTeams
Function        New-CsTeamsShiftsConnectionInstance                5.1.1      MicrosoftTeams
Function        New-CsTeamsShiftsConnectionTeamMap                 5.1.1      MicrosoftTeams
Function        New-CsTeamsShiftsPolicy                            5.1.1      MicrosoftTeams
Function        New-CsTeamsSurvivableBranchAppliance               5.1.1      MicrosoftTeams
Function        New-CsTeamsSurvivableBranchAppliancePolicy         5.1.1      MicrosoftTeams
Function        New-CsTeamsTranslationRule                         5.1.1      MicrosoftTeams
Function        New-CsTeamsUnassignedNumberTreatment               5.1.1      MicrosoftTeams
Function        New-CsTeamsVdiPolicy                               5.1.1      MicrosoftTeams
Function        New-CsTeamsWorkLoadPolicy                          5.1.1      MicrosoftTeams
Function        New-CsTeamTemplate                                 5.1.1      MicrosoftTeams
Function        New-CsTenantDialPlan                               5.1.1      MicrosoftTeams
Function        New-CsTenantNetworkRegion                          5.1.1      MicrosoftTeams
Function        New-CsTenantNetworkSite                            5.1.1      MicrosoftTeams
Function        New-CsTenantNetworkSubnet                          5.1.1      MicrosoftTeams
Function        New-CsTenantTrustedIPAddress                       5.1.1      MicrosoftTeams
Function        New-CsUserCallingDelegate                          5.1.1      MicrosoftTeams
Function        New-CsVideoInteropServiceProvider                  5.1.1      MicrosoftTeams
Function        New-CsVoiceNormalizationRule                       5.1.1      MicrosoftTeams
Function        New-MgAppCatalogTeamApp                            1.27.0     Microsoft.Graph.Teams
Function        New-MgAppCatalogTeamAppDefinition                  1.27.0     Microsoft.Graph.Teams
Function        New-MgChat                                         1.27.0     Microsoft.Graph.Teams
Function        New-MgChatInstalledApp                             1.27.0     Microsoft.Graph.Teams
Function        New-MgChatMember                                   1.27.0     Microsoft.Graph.Teams
Function        New-MgChatMessage                                  1.27.0     Microsoft.Graph.Teams
Function        New-MgChatMessageHostedContent                     1.27.0     Microsoft.Graph.Teams
Function        New-MgChatMessageReply                             1.27.0     Microsoft.Graph.Teams
Function        New-MgChatMessageReplyHostedContent                1.27.0     Microsoft.Graph.Teams
Function        New-MgChatOperation                                1.27.0     Microsoft.Graph.Teams
Function        New-MgChatPermissionGrant                          1.27.0     Microsoft.Graph.Teams
Function        New-MgChatPinnedMessage                            1.27.0     Microsoft.Graph.Teams
Function        New-MgChatTab                                      1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamChannel                             1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamChannelMember                       1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamChannelMessage                      1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamChannelMessageHostedContent         1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamChannelMessageReply                 1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamChannelMessageReplyHostedContent    1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamChannelSharedWithTeam               1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamChannelTab                          1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamInstalledApp                        1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamMember                              1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamOperation                           1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamPermissionGrant                     1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamPrimaryChannelMember                1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamPrimaryChannelMessage               1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamPrimaryChannelMessageHostedContent  1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamPrimaryChannelMessageReply          1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamPrimaryChannelMessageReplyHostedCo… 1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamPrimaryChannelSharedWithTeam        1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamPrimaryChannelTab                   1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamScheduleOfferShiftRequest           1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamScheduleOpenShift                   1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamScheduleOpenShiftChangeRequest      1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamScheduleSchedulingGroup             1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamScheduleShift                       1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamScheduleSwapShiftChangeRequest      1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamScheduleTimeCard                    1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamScheduleTimeOff                     1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamScheduleTimeOffReason               1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamScheduleTimeOffRequest              1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamTag                                 1.27.0     Microsoft.Graph.Teams
Function        New-MgGroupTeamTagMember                           1.27.0     Microsoft.Graph.Teams
Function        New-MgTeam                                         1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamChannel                                  1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamChannelEmail                             1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamChannelMember                            1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamChannelMessage                           1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamChannelMessageHostedContent              1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamChannelMessageReply                      1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamChannelMessageReplyHostedContent         1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamChannelSharedWithTeam                    1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamChannelTab                               1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamInstalledApp                             1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamMember                                   1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamOperation                                1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamPermissionGrant                          1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamPrimaryChannelEmail                      1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamPrimaryChannelMember                     1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamPrimaryChannelMessage                    1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamPrimaryChannelMessageHostedContent       1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamPrimaryChannelMessageReply               1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamPrimaryChannelMessageReplyHostedContent  1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamPrimaryChannelSharedWithTeam             1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamPrimaryChannelTab                        1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamScheduleOfferShiftRequest                1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamScheduleOpenShift                        1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamScheduleOpenShiftChangeRequest           1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamScheduleSchedulingGroup                  1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamScheduleShift                            1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamScheduleSwapShiftChangeRequest           1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamScheduleTimeCard                         1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamScheduleTimeOff                          1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamScheduleTimeOffReason                    1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamScheduleTimeOffRequest                   1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamTag                                      1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamTagMember                                1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamworkDeletedTeam                          1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamworkDeletedTeamChannel                   1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamworkDeletedTeamChannelEmail              1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamworkDeletedTeamChannelMember             1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamworkDeletedTeamChannelMessage            1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamworkDeletedTeamChannelMessageHostedCont… 1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamworkDeletedTeamChannelMessageReply       1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamworkDeletedTeamChannelMessageReplyHoste… 1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamworkDeletedTeamChannelSharedWithTeam     1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamworkDeletedTeamChannelTab                1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamworkDevice                               1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamworkDeviceOperation                      1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamworkTeamTemplate                         1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamworkTeamTemplateDefinition               1.27.0     Microsoft.Graph.Teams
Function        New-MgTeamworkWorkforceIntegration                 1.27.0     Microsoft.Graph.Teams
Function        New-MgUserChat                                     1.27.0     Microsoft.Graph.Teams
Function        New-MgUserChatInstalledApp                         1.27.0     Microsoft.Graph.Teams
Function        New-MgUserChatMember                               1.27.0     Microsoft.Graph.Teams
Function        New-MgUserChatMessage                              1.27.0     Microsoft.Graph.Teams
Function        New-MgUserChatMessageHostedContent                 1.27.0     Microsoft.Graph.Teams
Function        New-MgUserChatMessageReply                         1.27.0     Microsoft.Graph.Teams
Function        New-MgUserChatMessageReplyHostedContent            1.27.0     Microsoft.Graph.Teams
Function        New-MgUserChatOperation                            1.27.0     Microsoft.Graph.Teams
Function        New-MgUserChatPermissionGrant                      1.27.0     Microsoft.Graph.Teams
Function        New-MgUserChatPinnedMessage                        1.27.0     Microsoft.Graph.Teams
Function        New-MgUserChatTab                                  1.27.0     Microsoft.Graph.Teams
Function        New-MgUserTeamworkAssociatedTeam                   1.27.0     Microsoft.Graph.Teams
Function        New-MgUserTeamworkInstalledApp                     1.27.0     Microsoft.Graph.Teams
Function        OpenWebBrowser                                     0.0.1      SupTeams
Function        Register-CsOnlineDialInConferencingServiceNumber   5.1.1      MicrosoftTeams
Function        Remove-CsApplicationAccessPolicy                   5.1.1      MicrosoftTeams
Function        Remove-CsAutoAttendant                             5.1.1      MicrosoftTeams
Function        Remove-CsCallingLineIdentity                       5.1.1      MicrosoftTeams
Function        Remove-CsCallQueue                                 5.1.1      MicrosoftTeams
Function        Remove-CsCustomPolicyPackage                       5.1.1      MicrosoftTeams
Function        Remove-CsGroupPolicyAssignment                     5.1.1      MicrosoftTeams
Function        Remove-CsHybridTelephoneNumber                     5.1.1      MicrosoftTeams
Function        Remove-CsInboundBlockedNumberPattern               5.1.1      MicrosoftTeams
Function        Remove-CsInboundExemptNumberPattern                5.1.1      MicrosoftTeams
Function        Remove-CsOnlineApplicationInstanceAssociation      5.1.1      MicrosoftTeams
Function        Remove-CsOnlineAudioConferencingRoutingPolicy      5.1.1      MicrosoftTeams
Function        Remove-CsOnlineAudioFile                           5.1.1      MicrosoftTeams
Function        Remove-CsOnlineDialInConferencingTenantSettings    5.1.1      MicrosoftTeams
Function        Remove-CsOnlineLisCivicAddress                     5.1.1      MicrosoftTeams
Function        Remove-CsOnlineLisLocation                         5.1.1      MicrosoftTeams
Function        Remove-CsOnlineLisPort                             5.1.1      MicrosoftTeams
Function        Remove-CsOnlineLisSubnet                           5.1.1      MicrosoftTeams
Function        Remove-CsOnlineLisSwitch                           5.1.1      MicrosoftTeams
Function        Remove-CsOnlineLisWirelessAccessPoint              5.1.1      MicrosoftTeams
Function        Remove-CsOnlinePSTNGateway                         5.1.1      MicrosoftTeams
Function        Remove-CsOnlineSchedule                            5.1.1      MicrosoftTeams
Function        Remove-CsOnlineTelephoneNumber                     5.1.1      MicrosoftTeams
Function        Remove-CsOnlineVoiceRoute                          5.1.1      MicrosoftTeams
Function        Remove-CsOnlineVoiceRoutingPolicy                  5.1.1      MicrosoftTeams
Function        Remove-CsPhoneNumberAssignment                     5.1.1      MicrosoftTeams
Function        Remove-CsTeamsAudioConferencingPolicy              5.1.1      MicrosoftTeams
Function        Remove-CsTeamsCallParkPolicy                       5.1.1      MicrosoftTeams
Function        Remove-CsTeamsComplianceRecordingApplication       5.1.1      MicrosoftTeams
Function        Remove-CsTeamsCortanaPolicy                        5.1.1      MicrosoftTeams
Function        Remove-CsTeamsEmergencyCallRoutingPolicy           5.1.1      MicrosoftTeams
Function        Remove-CsTeamsEnhancedEncryptionPolicy             5.1.1      MicrosoftTeams
Function        Remove-CsTeamsFilesPolicy                          5.1.1      MicrosoftTeams
Function        Remove-CsTeamsIPPhonePolicy                        5.1.1      MicrosoftTeams
Function        Remove-CsTeamsMeetingBroadcastPolicy               5.1.1      MicrosoftTeams
Function        Remove-CsTeamsMobilityPolicy                       5.1.1      MicrosoftTeams
Function        Remove-CsTeamsNetworkRoamingPolicy                 5.1.1      MicrosoftTeams
Function        Remove-CsTeamsNotificationAndFeedsPolicy           5.1.1      MicrosoftTeams
Function        Remove-CsTeamsRoomVideoTeleConferencingPolicy      5.1.1      MicrosoftTeams
Function        Remove-CsTeamsShiftsConnectionInstance             5.1.1      MicrosoftTeams
Function        Remove-CsTeamsShiftsConnectionTeamMap              5.1.1      MicrosoftTeams
Function        Remove-CsTeamsShiftsPolicy                         5.1.1      MicrosoftTeams
Function        Remove-CsTeamsShiftsScheduleRecord                 5.1.1      MicrosoftTeams
Function        Remove-CsTeamsSurvivableBranchAppliance            5.1.1      MicrosoftTeams
Function        Remove-CsTeamsSurvivableBranchAppliancePolicy      5.1.1      MicrosoftTeams
Function        Remove-CsTeamsTargetingPolicy                      5.1.1      MicrosoftTeams
Function        Remove-CsTeamsTranslationRule                      5.1.1      MicrosoftTeams
Function        Remove-CsTeamsUnassignedNumberTreatment            5.1.1      MicrosoftTeams
Function        Remove-CsTeamsVdiPolicy                            5.1.1      MicrosoftTeams
Function        Remove-CsTeamsWorkLoadPolicy                       5.1.1      MicrosoftTeams
Function        Remove-CsTeamTemplate                              5.1.1      MicrosoftTeams
Function        Remove-CsTenantDialPlan                            5.1.1      MicrosoftTeams
Function        Remove-CsTenantNetworkRegion                       5.1.1      MicrosoftTeams
Function        Remove-CsTenantNetworkSite                         5.1.1      MicrosoftTeams
Function        Remove-CsTenantNetworkSubnet                       5.1.1      MicrosoftTeams
Function        Remove-CsTenantTrustedIPAddress                    5.1.1      MicrosoftTeams
Function        Remove-CsUserCallingDelegate                       5.1.1      MicrosoftTeams
Function        Remove-CsVideoInteropServiceProvider               5.1.1      MicrosoftTeams
Function        Remove-MgAppCatalogTeamApp                         1.27.0     Microsoft.Graph.Teams
Function        Remove-MgAppCatalogTeamAppDefinition               1.27.0     Microsoft.Graph.Teams
Function        Remove-MgAppCatalogTeamAppDefinitionBot            1.27.0     Microsoft.Graph.Teams
Function        Remove-MgAppCatalogTeamAppDefinitionColorIcon      1.27.0     Microsoft.Graph.Teams
Function        Remove-MgAppCatalogTeamAppDefinitionColorIconHost… 1.27.0     Microsoft.Graph.Teams
Function        Remove-MgAppCatalogTeamAppDefinitionOutlineIcon    1.27.0     Microsoft.Graph.Teams
Function        Remove-MgAppCatalogTeamAppDefinitionOutlineIconHo… 1.27.0     Microsoft.Graph.Teams
Function        Remove-MgChat                                      1.27.0     Microsoft.Graph.Teams
Function        Remove-MgChatInstalledApp                          1.27.0     Microsoft.Graph.Teams
Function        Remove-MgChatLastMessagePreview                    1.27.0     Microsoft.Graph.Teams
Function        Remove-MgChatMember                                1.27.0     Microsoft.Graph.Teams
Function        Remove-MgChatMessageReplyHostedContent             1.27.0     Microsoft.Graph.Teams
Function        Remove-MgChatOperation                             1.27.0     Microsoft.Graph.Teams
Function        Remove-MgChatPermissionGrant                       1.27.0     Microsoft.Graph.Teams
Function        Remove-MgChatPinnedMessage                         1.27.0     Microsoft.Graph.Teams
Function        Remove-MgChatTab                                   1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeam                                 1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamChannel                          1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamChannelMember                    1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamChannelMessage                   1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamChannelMessageHostedContent      1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamChannelMessageReply              1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamChannelMessageReplyHostedContent 1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamChannelSharedWithTeam            1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamChannelTab                       1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamInstalledApp                     1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamMember                           1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamOperation                        1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamPermissionGrant                  1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamPhoto                            1.27.0     Microsoft.Graph.Teams
