
CommandType     Name                                               Version    Source
Function        Remove-MgGroupTeamPrimaryChannel                   1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamPrimaryChannelMember             1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamPrimaryChannelMessage            1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamPrimaryChannelMessageHostedCont… 1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamPrimaryChannelMessageReply       1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamPrimaryChannelMessageReplyHoste… 1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamPrimaryChannelSharedWithTeam     1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamPrimaryChannelTab                1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamSchedule                         1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamScheduleOfferShiftRequest        1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamScheduleOpenShift                1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamScheduleOpenShiftChangeRequest   1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamScheduleSchedulingGroup          1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamScheduleShift                    1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamScheduleSwapShiftChangeRequest   1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamScheduleTimeCard                 1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamScheduleTimeOff                  1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamScheduleTimeOffReason            1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamScheduleTimeOffRequest           1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamTag                              1.27.0     Microsoft.Graph.Teams
Function        Remove-MgGroupTeamTagMember                        1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeam                                      1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamChannel                               1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamChannelEmail                          1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamChannelMember                         1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamChannelMessageReplyHostedContent      1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamChannelSharedWithTeam                 1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamChannelTab                            1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamInstalledApp                          1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamMember                                1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamOperation                             1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamPermissionGrant                       1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamPhoto                                 1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamPrimaryChannel                        1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamPrimaryChannelEmail                   1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamPrimaryChannelMember                  1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamPrimaryChannelMessageReplyHostedCont… 1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamPrimaryChannelSharedWithTeam          1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamPrimaryChannelTab                     1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamSchedule                              1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamScheduleOfferShiftRequest             1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamScheduleOpenShift                     1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamScheduleOpenShiftChangeRequest        1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamScheduleSchedulingGroup               1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamScheduleShift                         1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamScheduleSwapShiftChangeRequest        1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamScheduleTimeCard                      1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamScheduleTimeOff                       1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamScheduleTimeOffReason                 1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamScheduleTimeOffRequest                1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamTag                                   1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamTagMember                             1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamworkDeletedTeam                       1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamworkDeletedTeamChannel                1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamworkDeletedTeamChannelEmail           1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamworkDeletedTeamChannelMember          1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamworkDeletedTeamChannelMessage         1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamworkDeletedTeamChannelMessageHostedC… 1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamworkDeletedTeamChannelMessageReply    1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamworkDeletedTeamChannelMessageReplyHo… 1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamworkDeletedTeamChannelSharedWithTeam  1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamworkDeletedTeamChannelTab             1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamworkDevice                            1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamworkDeviceActivity                    1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamworkDeviceConfiguration               1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamworkDeviceHealth                      1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamworkDeviceOperation                   1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamworkTeamAppSetting                    1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamworkTeamTemplate                      1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamworkTeamTemplateDefinition            1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamworkTeamTemplateDefinitionTeamDefini… 1.27.0     Microsoft.Graph.Teams
Function        Remove-MgTeamworkWorkforceIntegration              1.27.0     Microsoft.Graph.Teams
Function        Remove-MgUserChat                                  1.27.0     Microsoft.Graph.Teams
Function        Remove-MgUserChatInstalledApp                      1.27.0     Microsoft.Graph.Teams
Function        Remove-MgUserChatLastMessagePreview                1.27.0     Microsoft.Graph.Teams
Function        Remove-MgUserChatMember                            1.27.0     Microsoft.Graph.Teams
Function        Remove-MgUserChatMessage                           1.27.0     Microsoft.Graph.Teams
Function        Remove-MgUserChatMessageHostedContent              1.27.0     Microsoft.Graph.Teams
Function        Remove-MgUserChatMessageReply                      1.27.0     Microsoft.Graph.Teams
Function        Remove-MgUserChatMessageReplyHostedContent         1.27.0     Microsoft.Graph.Teams
Function        Remove-MgUserChatOperation                         1.27.0     Microsoft.Graph.Teams
Function        Remove-MgUserChatPermissionGrant                   1.27.0     Microsoft.Graph.Teams
Function        Remove-MgUserChatPinnedMessage                     1.27.0     Microsoft.Graph.Teams
Function        Remove-MgUserChatTab                               1.27.0     Microsoft.Graph.Teams
Function        Remove-MgUserTeamwork                              1.27.0     Microsoft.Graph.Teams
Function        Remove-MgUserTeamworkAssociatedTeam                1.27.0     Microsoft.Graph.Teams
Function        Remove-MgUserTeamworkInstalledApp                  1.27.0     Microsoft.Graph.Teams
Function        Restart-MgTeamworkDevice                           1.27.0     Microsoft.Graph.Teams
Function        Send-MgChatActivityNotification                    1.27.0     Microsoft.Graph.Teams
Function        Send-MgTeamActivityNotification                    1.27.0     Microsoft.Graph.Teams
Function        Send-MgTeamworkActivityNotificationToRecipient     1.27.0     Microsoft.Graph.Teams
Function        Set-CsApplicationAccessPolicy                      5.1.1      MicrosoftTeams
Function        Set-CsApplicationMeetingConfiguration              5.1.1      MicrosoftTeams
Function        Set-CsAutoAttendant                                5.1.1      MicrosoftTeams
Function        Set-CsCallingLineIdentity                          5.1.1      MicrosoftTeams
Function        Set-CsCallQueue                                    5.1.1      MicrosoftTeams
Function        Set-CsInboundBlockedNumberPattern                  5.1.1      MicrosoftTeams
Function        Set-CsInboundExemptNumberPattern                   5.1.1      MicrosoftTeams
Function        Set-CsInternalOnlinePowerShellEndpoint             5.1.1      MicrosoftTeams
Function        Set-CsOnlineApplicationInstance                    5.1.1      MicrosoftTeams
Function        Set-CsOnlineAudioConferencingRoutingPolicy         5.1.1      MicrosoftTeams
Function        Set-CsOnlineDialInConferencingBridge               5.1.1      MicrosoftTeams
Function        Set-CsOnlineDialInConferencingServiceNumber        5.1.1      MicrosoftTeams
Function        Set-CsOnlineDialInConferencingTenantSettings       5.1.1      MicrosoftTeams
Function        Set-CsOnlineDialInConferencingUser                 5.1.1      MicrosoftTeams
Function        Set-CsOnlineDialinConferencingUserDefaultNumber    5.1.1      MicrosoftTeams
Function        Set-CsOnlineEnhancedEmergencyServiceDisclaimer     5.1.1      MicrosoftTeams
Function        Set-CsOnlineLisCivicAddress                        5.1.1      MicrosoftTeams
Function        Set-CsOnlineLisLocation                            5.1.1      MicrosoftTeams
Function        Set-CsOnlineLisPort                                5.1.1      MicrosoftTeams
Function        Set-CsOnlineLisSubnet                              5.1.1      MicrosoftTeams
Function        Set-CsOnlineLisSwitch                              5.1.1      MicrosoftTeams
Function        Set-CsOnlineLisWirelessAccessPoint                 5.1.1      MicrosoftTeams
Function        Set-CsOnlinePSTNGateway                            5.1.1      MicrosoftTeams
Function        Set-CsOnlinePstnUsage                              5.1.1      MicrosoftTeams
Function        Set-CsOnlineSchedule                               5.1.1      MicrosoftTeams
Function        Set-CsOnlineVoiceApplicationInstance               5.1.1      MicrosoftTeams
Function        Set-CsOnlineVoicemailUserSettings                  5.1.1      MicrosoftTeams
Function        Set-CsOnlineVoiceRoute                             5.1.1      MicrosoftTeams
Function        Set-CsOnlineVoiceRoutingPolicy                     5.1.1      MicrosoftTeams
Function        Set-CsOnlineVoiceUser                              5.1.1      MicrosoftTeams
Function        Set-CsPhoneNumberAssignment                        5.1.1      MicrosoftTeams
Function        Set-CsPrivacyConfiguration                         5.1.1      MicrosoftTeams
Function        Set-CsTeamsAcsFederationConfiguration              5.1.1      MicrosoftTeams
Function        Set-CsTeamsAudioConferencingPolicy                 5.1.1      MicrosoftTeams
Function        Set-CsTeamsCallParkPolicy                          5.1.1      MicrosoftTeams
Function        Set-CsTeamsClientConfiguration                     5.1.1      MicrosoftTeams
Function        Set-CsTeamsComplianceRecordingApplication          5.1.1      MicrosoftTeams
Function        Set-CsTeamsCortanaPolicy                           5.1.1      MicrosoftTeams
Function        Set-CsTeamsEducationAssignmentsAppPolicy           5.1.1      MicrosoftTeams
Function        Set-CsTeamsEducationConfiguration                  5.1.1      MicrosoftTeams
Function        Set-CsTeamsEmergencyCallRoutingPolicy              5.1.1      MicrosoftTeams
Function        Set-CsTeamsEnhancedEncryptionPolicy                5.1.1      MicrosoftTeams
Function        Set-CsTeamsFilesPolicy                             5.1.1      MicrosoftTeams
Function        Set-CsTeamsGuestCallingConfiguration               5.1.1      MicrosoftTeams
Function        Set-CsTeamsGuestMeetingConfiguration               5.1.1      MicrosoftTeams
Function        Set-CsTeamsGuestMessagingConfiguration             5.1.1      MicrosoftTeams
Function        Set-CsTeamsIPPhonePolicy                           5.1.1      MicrosoftTeams
Function        Set-CsTeamsMeetingBroadcastConfiguration           5.1.1      MicrosoftTeams
Function        Set-CsTeamsMeetingBroadcastPolicy                  5.1.1      MicrosoftTeams
Function        Set-CsTeamsMeetingConfiguration                    5.1.1      MicrosoftTeams
Function        Set-CsTeamsMigrationConfiguration                  5.1.1      MicrosoftTeams
Function        Set-CsTeamsMobilityPolicy                          5.1.1      MicrosoftTeams
Function        Set-CsTeamsNetworkRoamingPolicy                    5.1.1      MicrosoftTeams
Function        Set-CsTeamsNotificationAndFeedsPolicy              5.1.1      MicrosoftTeams
Function        Set-CsTeamsRoomVideoTeleConferencingPolicy         5.1.1      MicrosoftTeams
Function        Set-CsTeamsShiftsAppPolicy                         5.1.1      MicrosoftTeams
Function        Set-CsTeamsShiftsConnectionInstance                5.1.1      MicrosoftTeams
Function        Set-CsTeamsShiftsPolicy                            5.1.1      MicrosoftTeams
Function        Set-CsTeamsSurvivableBranchAppliance               5.1.1      MicrosoftTeams
Function        Set-CsTeamsSurvivableBranchAppliancePolicy         5.1.1      MicrosoftTeams
Function        Set-CsTeamsTargetingPolicy                         5.1.1      MicrosoftTeams
Function        Set-CsTeamsTranslationRule                         5.1.1      MicrosoftTeams
Function        Set-CsTeamsUnassignedNumberTreatment               5.1.1      MicrosoftTeams
Function        Set-CsTeamsUpgradeConfiguration                    5.1.1      MicrosoftTeams
Function        Set-CsTeamsVdiPolicy                               5.1.1      MicrosoftTeams
Function        Set-CsTeamsWorkLoadPolicy                          5.1.1      MicrosoftTeams
Function        Set-CsTenantBlockedCallingNumbers                  5.1.1      MicrosoftTeams
Function        Set-CsTenantDialPlan                               5.1.1      MicrosoftTeams
Function        Set-CsTenantFederationConfiguration                5.1.1      MicrosoftTeams
Function        Set-CsTenantMigrationConfiguration                 5.1.1      MicrosoftTeams
Function        Set-CsTenantNetworkRegion                          5.1.1      MicrosoftTeams
Function        Set-CsTenantNetworkSite                            5.1.1      MicrosoftTeams
Function        Set-CsTenantNetworkSubnet                          5.1.1      MicrosoftTeams
Function        Set-CsTenantTrustedIPAddress                       5.1.1      MicrosoftTeams
Function        Set-CsUser                                         5.1.1      MicrosoftTeams
Function        Set-CsUserCallingDelegate                          5.1.1      MicrosoftTeams
Function        Set-CsUserCallingSettings                          5.1.1      MicrosoftTeams
Function        Set-CsVideoInteropServiceProvider                  5.1.1      MicrosoftTeams
Function        Set-MgAppCatalogTeamAppDefinitionColorIconHostedC… 1.27.0     Microsoft.Graph.Teams
Function        Set-MgAppCatalogTeamAppDefinitionOutlineIconHoste… 1.27.0     Microsoft.Graph.Teams
Function        Set-MgChatMessageHostedContent                     1.27.0     Microsoft.Graph.Teams
Function        Set-MgChatMessageReaction                          1.27.0     Microsoft.Graph.Teams
Function        Set-MgChatMessageReplyHostedContent                1.27.0     Microsoft.Graph.Teams
Function        Set-MgChatMessageReplyReaction                     1.27.0     Microsoft.Graph.Teams
Function        Set-MgGroupTeam                                    1.27.0     Microsoft.Graph.Teams
Function        Set-MgGroupTeamChannelFileFolderContent            1.27.0     Microsoft.Graph.Teams
Function        Set-MgGroupTeamChannelMessageHostedContent         1.27.0     Microsoft.Graph.Teams
Function        Set-MgGroupTeamChannelMessageReplyHostedContent    1.27.0     Microsoft.Graph.Teams
Function        Set-MgGroupTeamPhotoContent                        1.27.0     Microsoft.Graph.Teams
Function        Set-MgGroupTeamPrimaryChannelFileFolderContent     1.27.0     Microsoft.Graph.Teams
Function        Set-MgGroupTeamPrimaryChannelMessageHostedContent  1.27.0     Microsoft.Graph.Teams
Function        Set-MgGroupTeamPrimaryChannelMessageReplyHostedCo… 1.27.0     Microsoft.Graph.Teams
Function        Set-MgGroupTeamSchedule                            1.27.0     Microsoft.Graph.Teams
Function        Set-MgTeamChannelFileFolderContent                 1.27.0     Microsoft.Graph.Teams
Function        Set-MgTeamChannelMessageHostedContent              1.27.0     Microsoft.Graph.Teams
Function        Set-MgTeamChannelMessageReaction                   1.27.0     Microsoft.Graph.Teams
Function        Set-MgTeamChannelMessageReplyHostedContent         1.27.0     Microsoft.Graph.Teams
Function        Set-MgTeamChannelMessageReplyReaction              1.27.0     Microsoft.Graph.Teams
Function        Set-MgTeamPhotoContent                             1.27.0     Microsoft.Graph.Teams
Function        Set-MgTeamPrimaryChannelFileFolderContent          1.27.0     Microsoft.Graph.Teams
Function        Set-MgTeamPrimaryChannelMessageHostedContent       1.27.0     Microsoft.Graph.Teams
Function        Set-MgTeamPrimaryChannelMessageReaction            1.27.0     Microsoft.Graph.Teams
Function        Set-MgTeamPrimaryChannelMessageReplyHostedContent  1.27.0     Microsoft.Graph.Teams
Function        Set-MgTeamPrimaryChannelMessageReplyReaction       1.27.0     Microsoft.Graph.Teams
Function        Set-MgTeamSchedule                                 1.27.0     Microsoft.Graph.Teams
Function        Set-MgTeamworkDeletedTeamChannelFileFolderContent  1.27.0     Microsoft.Graph.Teams
Function        Set-MgTeamworkDeletedTeamChannelMessageHostedCont… 1.27.0     Microsoft.Graph.Teams
Function        Set-MgTeamworkDeletedTeamChannelMessageReaction    1.27.0     Microsoft.Graph.Teams
Function        Set-MgTeamworkDeletedTeamChannelMessageReplyHoste… 1.27.0     Microsoft.Graph.Teams
Function        Set-MgTeamworkDeletedTeamChannelMessageReplyReact… 1.27.0     Microsoft.Graph.Teams
Function        Set-MgUserChatMessageHostedContent                 1.27.0     Microsoft.Graph.Teams
Function        Set-MgUserChatMessageReplyHostedContent            1.27.0     Microsoft.Graph.Teams
Function        Start-CsExMeetingMigration                         5.1.1      MicrosoftTeams
Function        Start-MgTeamScheduleTimeCardBreak                  1.27.0     Microsoft.Graph.Teams
Function        Start-MgTeamworkDeviceDiagnostic                   1.27.0     Microsoft.Graph.Teams
Function        Stop-MgTeamScheduleTimeCardBreak                   1.27.0     Microsoft.Graph.Teams
Function        Sync-CsOnlineApplicationInstance                   5.1.1      MicrosoftTeams
Function        Test-CsEffectiveTenantDialPlan                     5.1.1      MicrosoftTeams
Function        Test-CsInboundBlockedNumberPattern                 5.1.1      MicrosoftTeams
Function        Test-CsTeamsShiftsConnectionValidate               5.1.1      MicrosoftTeams
Function        Test-CsTeamsTranslationRule                        5.1.1      MicrosoftTeams
Function        Test-CsTeamsUnassignedNumberTreatment              5.1.1      MicrosoftTeams
Function        Test-CsVoiceNormalizationRule                      5.1.1      MicrosoftTeams
Function        Test-MgChatPermissionGrantProperty                 1.27.0     Microsoft.Graph.Teams
Function        Test-MgTeamPermissionGrantProperty                 1.27.0     Microsoft.Graph.Teams
Function        Undo-MgChatMessageReplySoftDelete                  1.27.0     Microsoft.Graph.Teams
Function        Undo-MgChatMessageSoftDelete                       1.27.0     Microsoft.Graph.Teams
Function        Undo-MgTeamChannelMessageReplySoftDelete           1.27.0     Microsoft.Graph.Teams
Function        Undo-MgTeamChannelMessageSoftDelete                1.27.0     Microsoft.Graph.Teams
Function        Undo-MgTeamPrimaryChannelMessageReplySoftDelete    1.27.0     Microsoft.Graph.Teams
Function        Undo-MgTeamPrimaryChannelMessageSoftDelete         1.27.0     Microsoft.Graph.Teams
Function        Undo-MgTeamworkDeletedTeamChannelMessageReplySoft… 1.27.0     Microsoft.Graph.Teams
Function        Undo-MgTeamworkDeletedTeamChannelMessageSoftDelete 1.27.0     Microsoft.Graph.Teams
Function        Unregister-CsOnlineDialInConferencingServiceNumber 5.1.1      MicrosoftTeams
Function        Update-CsAutoAttendant                             5.1.1      MicrosoftTeams
Function        Update-CsCustomPolicyPackage                       5.1.1      MicrosoftTeams
Function        Update-CsTeamsShiftsConnectionInstance             5.1.1      MicrosoftTeams
Function        Update-CsTeamTemplate                              5.1.1      MicrosoftTeams
Function        Update-MgAppCatalogTeamApp                         1.27.0     Microsoft.Graph.Teams
Function        Update-MgAppCatalogTeamAppDefinition               1.27.0     Microsoft.Graph.Teams
Function        Update-MgAppCatalogTeamAppDefinitionBot            1.27.0     Microsoft.Graph.Teams
Function        Update-MgAppCatalogTeamAppDefinitionColorIcon      1.27.0     Microsoft.Graph.Teams
Function        Update-MgAppCatalogTeamAppDefinitionColorIconHost… 1.27.0     Microsoft.Graph.Teams
Function        Update-MgAppCatalogTeamAppDefinitionOutlineIcon    1.27.0     Microsoft.Graph.Teams
Function        Update-MgAppCatalogTeamAppDefinitionOutlineIconHo… 1.27.0     Microsoft.Graph.Teams
Function        Update-MgChat                                      1.27.0     Microsoft.Graph.Teams
Function        Update-MgChatInstalledApp                          1.27.0     Microsoft.Graph.Teams
Function        Update-MgChatLastMessagePreview                    1.27.0     Microsoft.Graph.Teams
Function        Update-MgChatMember                                1.27.0     Microsoft.Graph.Teams
Function        Update-MgChatMessage                               1.27.0     Microsoft.Graph.Teams
Function        Update-MgChatMessageReply                          1.27.0     Microsoft.Graph.Teams
Function        Update-MgChatMessageReplyHostedContent             1.27.0     Microsoft.Graph.Teams
Function        Update-MgChatOperation                             1.27.0     Microsoft.Graph.Teams
Function        Update-MgChatPermissionGrant                       1.27.0     Microsoft.Graph.Teams
Function        Update-MgChatPinnedMessage                         1.27.0     Microsoft.Graph.Teams
Function        Update-MgChatTab                                   1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamChannel                          1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamChannelMember                    1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamChannelMessage                   1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamChannelMessageHostedContent      1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamChannelMessageReply              1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamChannelMessageReplyHostedContent 1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamChannelSharedWithTeam            1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamChannelTab                       1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamMember                           1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamOperation                        1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamOwnerMailboxSetting              1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamPermissionGrant                  1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamPhoto                            1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamPrimaryChannel                   1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamPrimaryChannelMember             1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamPrimaryChannelMessage            1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamPrimaryChannelMessageHostedCont… 1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamPrimaryChannelMessageReply       1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamPrimaryChannelMessageReplyHoste… 1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamPrimaryChannelSharedWithTeam     1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamPrimaryChannelTab                1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamScheduleOfferShiftRequest        1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamScheduleOpenShift                1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamScheduleOpenShiftChangeRequest   1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamScheduleSchedulingGroup          1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamScheduleShift                    1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamScheduleSwapShiftChangeRequest   1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamScheduleTimeCard                 1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamScheduleTimeOff                  1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamScheduleTimeOffReason            1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamScheduleTimeOffRequest           1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamTag                              1.27.0     Microsoft.Graph.Teams
Function        Update-MgGroupTeamTagMember                        1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeam                                      1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamChannel                               1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamChannelMember                         1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamChannelMessage                        1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamChannelMessageReply                   1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamChannelMessageReplyHostedContent      1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamChannelSharedWithTeam                 1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamChannelTab                            1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamInstalledApp                          1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamMember                                1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamOperation                             1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamOwnerMailboxSetting                   1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamPermissionGrant                       1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamPhoto                                 1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamPrimaryChannel                        1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamPrimaryChannelMember                  1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamPrimaryChannelMessage                 1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamPrimaryChannelMessageReply            1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamPrimaryChannelMessageReplyHostedCont… 1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamPrimaryChannelSharedWithTeam          1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamPrimaryChannelTab                     1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamScheduleOfferShiftRequest             1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamScheduleOpenShift                     1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamScheduleOpenShiftChangeRequest        1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamScheduleSchedulingGroup               1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamScheduleShift                         1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamScheduleSwapShiftChangeRequest        1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamScheduleTimeCard                      1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamScheduleTimeOff                       1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamScheduleTimeOffReason                 1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamScheduleTimeOffRequest                1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamTag                                   1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamTagMember                             1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamwork                                  1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamworkDeletedTeam                       1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamworkDeletedTeamChannel                1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamworkDeletedTeamChannelMember          1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamworkDeletedTeamChannelMessage         1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamworkDeletedTeamChannelMessageHostedC… 1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamworkDeletedTeamChannelMessageReply    1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamworkDeletedTeamChannelMessageReplyHo… 1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamworkDeletedTeamChannelSharedWithTeam  1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamworkDeletedTeamChannelTab             1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamworkDevice                            1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamworkDeviceActivity                    1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamworkDeviceConfiguration               1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamworkDeviceHealth                      1.27.0     Microsoft.Graph.Teams
Function        Update-MgTeamworkDeviceOperation                   1.27.0     Microsoft.Graph.Teams
